Acronym,FullName,Organization,Id
ISSS-MDBS,"Medical Devices and Biosensors, 2007 4th IEEE/EMBS International Summer School and Symposium on",IEEE,678
ISSSTA,"Spread Spectrum Techniques and Applications, 2006 IEEE 9th International Symposium on",IEEE,679
IST,"Imaging Systems and Techniques, 2006 IEEE International Workshop on",IEEE,680
ISTAS,"Technology and Society, 2006 IEEE International Symposium on",IEEE,681
ISTDM,"SiGe Technology and Device Meeting, 2006 International",IEEE,682
ISVD,"Voronoi Diagrams in Science (ISVD), 2006 3rd International Symposium on",IEEE,683
ISVLSI,"VLSI (ISVLSI), Proceedings 2006 IEEE Computer Society Annual Symposium on",IEEE,684
ISWC,"Wearable Computers (ISWC), 2006 10th IEEE International Symposium on",IEEE,685
ISWCS,"Wireless Communication Systems, 2006 3rd International Symposium on",IEEE,686
ISWPC,"Wireless Pervasive Computing, 2007 2nd International Symposium on",IEEE,687
IT,"Information Technology (IT), 2008 1st International Conference on",IEEE,688
ITA,"Information Theory and Applications Workshop, 2007",IEEE,689
ITAB,"Information Technology Applications in Biomedicine, 2007 6th International Special Topic Conference on",IEEE,690
ITC,"Test Conference, 2005 IEEE International",IEEE,691
ITCC,"Information Technology: Coding and Computing, Intl Conf on  (ITCC 2005)",IEEE,692
ITHERM,"Thermal and Thermomechanical Phenomena in Electronic Systems (I-THERM), 2006 10th IEEE Intersociety Conference",IEEE,693
I-THERM,"Thermal and Thermomechanical Phenomena in Electronic Systems, 2008 11th IEEE Intersociety Conference on",IEEE,694
ITHET,"Information Technology Based Higher Education and Training, 2006 7th International Conference on",IEEE,695
ITI,"Information Technology Interfaces, ITI 2006 Proceedings of the 28th International Conference on",IEEE,696
IT-NEWS,"Telecommunication Networking Workshop on QoS in Multiservice IP Networks, 2008 4th International",IEEE,697
ITNG,"Information Technology New Generations (ITNG), 2007 4th International Conference on",IEEE,698
ITRE,"Information Technology: Research and Education, 2006 International Conference on",IEEE,699
ITS,"Telecommunication Symposium, 2006 Proceedings of International",IEEE,700
ITSC,"Intelligent Transportation Systems Conference, 2007 IEEE",IEEE,701
ITST,"ITS Telecommunications, 2006 6th International Conference on",IEEE,702
ITW,"Information Theory Workshop (ITW), 2006 IEEE",IEEE,703
IV,"Intelligent Vehicles Symposium, 2007 IEEE",IEEE,704
IV 2007 Supplemen,"Information Visualisation: Supplement (IV 2007 Supplement), 2007 11th International Conference",IEEE,705
IVEC,"Vacuum Electronics Conference, 2008 IEEE International",IEEE,706
IVMC,"Vacuum Nanoelectronics Conference, 2007 IEEE 20th International",IEEE,707
IWADS,"Autonomous Decentralized Systems, 2005 International Symposium on",IEEE,708
IWAGPR,"Advanced Ground Penetrating Radar, 2007 4th International Workshop on",IEEE,709
IWAISE,"Advanced Information Systems for Enterprises, 2008 International Workshop on",IEEE,710
IWASI,"Advances in Sensors and Interface, 2007 2nd International Workshop on",IEEE,711
IWAT,"Antenna Technology, 2007 International Workshop on",IEEE,712
IWCLD,"Cross Layer Design, 2007 International Workshop on",IEEE,713
IWCMC,"Wireless Communications and Mobile Computing Conference, 2008 International",IEEE,714
IWIA,"Innovative Architecture for Future Generation High Performance, 2005 Intl Workshop on",IEEE,715
IWICSS,"Incorporating COTS Software into Software Systems (IWICSS 2007), 2007 Second International Workshop on",IEEE,716
IWJIT,"Junction Technology, 2007 International Workshop on",IEEE,717
IWJT,"Junction Technology (IWJT), 2006 International Workshop",IEEE,718
IWNAS,"Networking Architecture and Storages (IWNAS), 2006 International Workshop on",IEEE,719
IWNC,"Nano CMOS (IWNC), 2006 International Workshop on",IEEE,720
IWPC,"Program Comprehension (IWPC 2005), 13th International Workshop on",IEEE,721
IWPSD,"Physics of Semiconductor Devices, 2007 International Workshop on",IEEE,722
IWQOS,"Quality of Service, 2006 14th IEEE International Workshop on",IEEE,723
IWSDA,"Signal Design and Its Applications in Communications, 2007 3rd International Workshop on",IEEE,724
IWSOC,"System on Chip for Real Time Applications, 2006 6th International Workshop on",IEEE,725
IWSPM,"Software Product Management (IWSPM), 2006 International Workshop on",IEEE,726
IWSS,"Safety of Systems, 2008 2nd IEEE International Workshop on",IEEE,727
IWSSC,"Satellite and Space Communications, 2006 International Workshop on",IEEE,728
IWSSIP,"Systems, Signals & Image Processing, 2007 14th Intl Conf On Held With Speech & Image Processing, Multimedia Comm & Svcs, 2007",IEEE,729
IWVDVT,"VLSI Design and Video Technology, 2005 IEEE International Workshop on",IEEE,730
IWVR,"Virtual Rehabilitation, 2006 International Workshop on",IEEE,731
IZA,"Communications, 2006 International Zurich Seminar on",IEEE,732
IZS,"Communications, 2008 IEEE International Zurich Seminar on",IEEE,733
JCDL,"Digital Libraries, 2006 IEEE/ACM 6th Joint Conference on",IEEE,734
JVA,"Modern Computing (JVA), 2006 IEEE John Vincent Atanasoff International Symposium on",IEEE,735
KIMAS,"Integration of Knowledge Intensive Multi-Agent Systems, 2007 International Conference on",IEEE,736
KJMW,"Microwave Conference, 2007 Korea-Japan",IEEE,737
KORUS,"Russian-Korean International Symposium on Science and Technology, 2005",IEEE,738
LANMAN,"Local & Metroplitan Area Networks, 2007 15TH IEEE Workshop on",IEEE,739
LANOMS,"Network Operations and Management Symposium, 2007 Latin American",IEEE,740
LAPC,"Loughborough Antennas & Propagation Conference, 2007",IEEE,741
LA-WEB,"Web Congress, 4th Latin American",IEEE,742
LCN,"Local Computer Networks, Proceedings 2006 31st IEEE Conference on",IEEE,743
LCW,"Communications Workshop, 2008 IEEE Lebanon",IEEE,744
LEOS,"LEOS Summer Topical Meetings, 2007 Digest of the",IEEE,745
LESCOPE,"Large Engineering Systems Conference on Power Engineering, 2007",IEEE,746
LFNM,"Laser and Fiber-Optical Networks Modeling, 2006 International Workshop on",IEEE,747
LICS,"Logic in Computer Science, 2006 21st Annual IEEE Symposium on",IEEE,748
LINDI,"Logistics and Industrial Informatics, 2007 International Symposium on",IEEE,749
LISA,"Life Science Systems and Applications Workshop, 2007 IEEE/NIH",IEEE,750
LISAT,"Systems, Applications and Technology Conference, 2006 IEEE Long Island",IEEE,751
M2VIP,"Mechatronics and Machine Vision in Practice, 2007 14th International Conference on",IEEE,752
MAPE,"Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications, 2007 International Symposium on",IEEE,753
MASCOTS,"Modeling Analysis and Simulation of Computer and Telecommunication Systems, 2006 IEEE International Symposium on",IEEE,754
MASS,"Mobile Adhoc and Sensor Systems (MASS), 2006 IEEE International Conference on",IEEE,755
MCDM,"Computational Intelligence in Multi-Criteria Decision-Making, 2007 IEEE Symposium on",IEEE,756
MCETECH,"e-Technologies, 2008 International MCETECH Conference on",IEEE,757
MCWC,"Mobile Computing and Wireless Communication International Conference, 2006 Proceedings of the First",IEEE,758
MDBS,"Medical Devices and Biosensors, 2008 5th International Summer School and Symposium on",IEEE,759
MDM,"Mobile Data Management (MDM), 2007 International Conference on",IEEE,760
MED,"Control and Automation, 2006 Proceedings of the 14th Mediterranean Conference on",IEEE,761
MediVis,"Medical Information Visualisation- Biomedical Visualisation (MediVis), 2007 International Conference on",IEEE,762
MEGAGUSS,"Magnetic Field Generation & Related Topics, 2006 IEEE International Conference on Megagauss",IEEE,763
MELECON,MELECON 2006 - 2006 IEEE Mediterranean Electrotechnical Conference,IEEE,764
MEMEA,"Medical Measurement and Applications, 2006 IEEE International Workshop on",IEEE,765
MEMIA,"Microwave Electronics: Measurement, Identification, Applications, 2005 5th International Conference on",IEEE,766
MEMOCODE,"Formal Methods and Models for Co-Design, 2006 4TH IEEE/ACM International Conference on",IEEE,767
MEMS,"Micro Electro Mechanical Systems, Proceedings IEEE The Twentieth Annual International Conference on",IEEE,768
MEMS/MOEMS,"Design, Test, Integration & Packaging on MEMS/MOEMS, 2008 Symp on",IEEE,769
MEMSTECH,"Perspective Technologies and Methods in MEMS Design, Proceedings of the 3rd International Conference on",IEEE,770
MEPCON,"Power System Conference, 2008 12th International Middle East",IEEE,771
MeRE,"Multimedia Requirments Engineering Beyond Mere Descriptions (MeRE), 2006 1st International Workshop on",IEEE,772
MFI,"Multisensor Fusion and Integration for Intelligent Systems, 2006 IEEE International Conference on",IEEE,773
MHS,"Micro-NanoMechatronics and Human Science, 2005 IEEE International Symposium on",IEEE,774
MICAI,"Artificial Intelligence (MICAI), 2006 5th Mexican International Conference on",IEEE,775
MICC-ICON,"Communications and IEEE International Conference on Networks (MICC & ICON 2005),  2005 IEEE Malaysia International Conference",IEEE,776
MIC-CPE,"Communications, Propagation and Electronics, 2008 Mosharaka International Conference on",IEEE,777
MICRO,"Microarchitecture (MICRO), 2006 39th IEEE/ACM International Symposium on",IEEE,778
MICRORAD,"Microwave Radiometry and Remote Sensing of the Environment, 2008",IEEE,779
MIEL,"Microelectronics, 2006 25th International Conference on (MIEL)",IEEE,780
MIKON,"Microwaves, Radar & Wireless Communications - MIKON, 2006 International Conference on",IEEE,781
MILCOM,"MILITARY COMMUNICATIONS CONFERENCE, 2006 - MILCOM 2006",IEEE,782
MISE,"Modeling in Software Engineering (MISE 2007), 2007 International Workshop on",IEEE,783
MIXDES,"Mixed Design of Integrated Circuits and System, Proceedings of the 14th International Conference",IEEE,784
MLSP,"Machine Learning for Signal Processing, 2005 IEEE Workshop on",IEEE,785
MMB,"Microtechnologies in Medicine and Biology, 2006 International Conference on",IEEE,786
MMET,"Mathematical Methods in Electromagnetic Theory, 2006 International Conference on",IEEE,787
MMM,"Multi-Media Modeling (MMM 2005), 11th International Conference",IEEE,788
MMSP,"Multimedia Signal Processing, 2006 IEEE Workshop on",IEEE,789
MNC,"Microprocesses and Nanotechnology Conference, 2005 International",IEEE,790
MobiQuitous,"Mobile and Ubiquitous Systems: Networking & Services (MobiQuitous), 2007 Fourth Annual International Conference on",IEEE,791
MOEMS,"Optical MEMs and Their Applications (MOEMS), 2006 IEEE/LEOS International Conference on",IEEE,792
MOMPES,"Model Based Methodologies for Pervasive and Embedded Software (MOMPES), 2007 IEEE 4th International Workshop on",IEEE,793
MonAM,"Monitoring, Attack Detection and Mitigation, 2007 Workshop on",IEEE,794
MOVE,"Mobile Networks for Vehicular Environments, 2007",IEEE,795
MSE,"Microelectronic Systems Education (MSE), 2007 IEEE International Conference on",IEEE,796
MSMW,"Physics and Engineering. of Millimeter and Sub-Millimeter Waves, 2007 International Kharkov Symposium",IEEE,797
MSR,"Mining Software Repositories (MSR), 2007 4th International Workshop on",IEEE,798
MSST,"Mass Storage Systems and Technology, 2005 IEEE International Symposium on",IEEE,799
MTDT,"Memory Technology Design and Testing (MTDT), 2006 IEEE International Workshop on",IEEE,800
MTT,"Microwave Symposium Digest, 2007 IEEE MTT-S International",IEEE,801
MTV,"Microprocessor Test and Verification (MTV), 2006 IEEE International Workshop on",IEEE,802
MUE,"Multimedia and Ubiquitous Engieering (MUE), 2007 International Conferenc on",IEEE,803
Multi-Temp,"Analysis of Multi-temporal Remote Sensing Images, 2007 International Workshop on the",IEEE,804
MWCAS,"Circuits and Systems, 2007 50th Midwest Symposium on",IEEE,805
MWCN,"Mobile Wireless Communications Networks, 2007 9th IFIP International Conference on",IEEE,806
MWP,"Microwave Photonics (MWP 2006), 2006 International Topical Meeting",IEEE,807
MWSCAS,"Midwest Symposium on Circuits and Systems, 2006 49th",IEEE,808
NAFIPS,"North American Fuzzy Information Processing Society, 2006 Annual Meeting of the",IEEE,809
NANO,"Nanotechnology, 2005 5th IEEE Conference on",IEEE,810
NANOARCH,"Nanoscale Architecture (NANOARCH), 2007 IEEE International Symposium on",IEEE,811
NAPS,"North American Power Symposium, 2006 38th",IEEE,812
NAS,"Networking Architecture and Storage, 2007 International Conference on",IEEE,813
NCA,"Network Computing and Applications (NCA), 2006 5th IEEE International Symposium on",IEEE,814
NCTT-MCP,"Telecommunication Technologies jointly held with 2nd Malaysia Conference on Photonics, 2008 6th National Conference on",IEEE,815
NDS,"Multidimensional (ND) Systems (NDS 2005), 2005 International Workshop on",IEEE,816
NEC,"Nanoelectronics Conference, 2008 2nd IEEE International",IEEE,817
NEMS,"Nano/Micro Engineered and Molecular Systems, 2007 2nd IEEE International Conference on",IEEE,818
NETCOD,"Network Coding, Theory, and Applications, 2008 Fourth Workshop on",IEEE,819
NETWORKS,"Networks, 2008 Budapest Hungary",IEEE,820
NEURAL,"Neural Network Applications in Electrical Engineering (NEUREL 2006), 2006 8th Seminar on",IEEE,821
NEWCAS,"Circuits and Systems, 2006 IEEE North-East Workshop on",IEEE,822
NFSI-ICFBI,"Noninvasive Functional Source Imaging of the Brain and Heart and the International Conference on Functional Biomedical Imaging, 2007",IEEE,823
NGI,"Next Generation Internet Networks-3rd EURO-NGI Conference on Next Generation Internet Networks Design and, 2007",IEEE,824
NGMAST,"Next Generation Mobile Applications Services & Technologies (NGMAST), 2007 International Conference on",IEEE,825
NLP-KE,"Natural Language Processing and Knowledge Engineering, 2007 International Conference on",IEEE,826
NMDC,"Nanotechnology Materials and Devices Conference, 2006 IEEE",IEEE,827
NOCS,"Networks-on-Chips (NoCS), 2007 International Symposium on",IEEE,828
NOMS,"Network Operations and Management Symposium, NOMS, 2006",IEEE,829
NORCHIP,"NORCHIP, 2005",IEEE,830
NORSIG,"Signal Processing Symposium, 2006 7th Nordic",IEEE,831
NPC,"Network and Parallel Computing Workshops, 2007 IFIP International Conference on",IEEE,832
NPSEC,"Secure Network Protocols (NPSec), 2005 IEEE International Conference on",IEEE,833
NPSS-RT,"Real Time Conference, 2005 14th IEEE-NPSS",IEEE,834
NRSC,"National Radio Science Conference, 2006 23rd",IEEE,835
NSIP,"Nonlinear Signal & Image Processing, 2005 Workshop on",IEEE,836
NSS,"Nuclear Science Symposium and Medical Imaging Conference, 2005 IEEE",IEEE,837
NSSPW,"Nonlinear Statistical Signal Processing Workshop, 2006 IEEE",IEEE,838
NUSOD,"Numerical Simulation of Semiconductor Optoelectronic Devices, 2006 International Conference on",IEEE,839
NVMTS,"Non-Volatile Memory Technology Symposium (NVMTS), 2006",IEEE,840
NVSM,"Non-Volatile Semiconductor Memory Workshop (NVSMW), 2006 21st IEEE",IEEE,841
NVSMW,"Non-Volatile Semiconductor Memory Workshop, 2007 22nd IEEE",IEEE,842
NVSMW/ICMTD,"Non-Volatile Semiconductor Memory Workshop & International Conference on Memory Technology and Design, 2008 Joint",IEEE,843
NWESP,"Next Generation Web Services Practices (NWESP), 2006",IEEE,844
OCEANS,OCEANS 2005,IEEE,845
OCEANS Kobe,OCEANS 2008 - MTS/IEEE Kobe Techno-Ocean,IEEE,846
ODS,"Optical Data Storage Topical Meeting (ODS), 2006",IEEE,847
OFC,"Optical Fiber Communication & Expo and the National Fiber Optic Engineers Conference, 2005",IEEE,848
OMENS,"Optical MEMS and Nanophotonics, 2007 IEEE/LEOS International Conference on",IEEE,849
ONDM,"Optical Network Design and Modelling, 2005 Conference on",IEEE,850
OPT,"Optoelectronic Physics and Technology, 2007 International Workshop on",IEEE,851
OPT MEMS,"Optical MEMS and Nanopotonics, 2008 IEEE/LEOS International Conference on",IEEE,852
OPTIM,"Optimization of Electrical and Electronic Equipment, 2008 11th International Conference on",IEEE,853
P2P,"Peer-to-Peer Computing (P2P), 2006 6th IEEE International Conference on",IEEE,854
PAC,"Particle Accelerator Conference, 2007 IEEE",IEEE,855
PacificVis,"Pacific Visualization Symposium, 2008 IEEE",IEEE,856
PACRIM,"Communications, Computers and Signal Processing (PacRim), 2005 IEEE Pacific Rim Conference on",IEEE,857
PACT,"Parallel Architectures and Compilation Techniques (PACT), 2007 International Conference on",IEEE,858
PADS,"Principles of Advanced and Distributed Simulation (PADS), 2006 Workshop on",IEEE,859
PARELEC,"Parallel Computing in Electrical Engineering (PARELEC), 2006 International Conference on",IEEE,860
PBG,"Point-Based Graphics,2005 Symposium on",IEEE,861
PCC,"Power Conversion Conference - Nagoya,  2007",IEEE,862
PCIC,"Petroleum and Chemical Industry Conference,Record of Conference Papers Industry Applications Society 52nd Annual",IEEE,863
PCIC EUROPE,"Electrical and Instrumentation Applications in the Petroleum & Chemical Industry, 2008 5th European Conference on",IEEE,864
PDCAT,"Parallel and Distributed Computing Applications and Technologies (PDCAT), 2006 7th International Conference on",IEEE,865
PDP,"Parallel Distributed & Network-Based Processing, 2007 15th Euromicro International Conference on",IEEE,866
PECON,"Power and Energy Conference, 2006 1st IEEE International",IEEE,867
PEDES,"Power Electronics, Drives and Energy Systems for Industrial Growth, 2006 International Conference on",IEEE,868
PEDS,"Power Electronics and Drive Systems, 2007 International Conference on",IEEE,869
PEEW,"Power Electronics Education Workshop, 2005 IEEE",IEEE,870
PERCOM,"Pervasive Computing and Communications (PERCOM), 2007 IEEE International Conference on",IEEE,871
PERCOM SUPPLE,"Pervasive Computing and Communications Workshop Supplements, 2006 4th IEEE Conference on",IEEE,872
PERCOM Wkshp,"Pervasive Computing and Communications Workshop, 2007 5th Annual IEEE International Conference on",IEEE,873
PERCOM WKSP,"Pervasive Computing and Communications Workshops, 2006 4th Annual IEEE Conference on  (PerCom Workshops)",IEEE,874
PERCOM Worksho,"Pervasive Computing and Communications Workshops, Third IEEE International Conference on  (PerCom 2005 Wksp)",IEEE,875
PES,"Power Engineering Society General Meeting, 2007 IEEE",IEEE,876
PESC,"Power Electronics Specialists Conference, 2006",IEEE,877
PG,"Computer Graphics and Applications (Pacific Graphics), 2007 15th Pacific Conference on",IEEE,878
PHM,"Prognostics and Health Management, 2008 International Conference on",IEEE,879
PICMET,"Technology Management for the Global Future, 2006",IEEE,880
PIMRC,"Personal, Indoor and Mobile Radio Communications, 2006 IEEE 17th International Symposium on",IEEE,881
PIRMC,"Personal, Indoor and Mobile Radio Communications,2005 IEEE 16th International Symposium on",IEEE,882
PLANS,"Position, Location and Navigation Symposium - PLANS 2006, 2006 IEEE/ION",IEEE,883
PLT,"Pen-Based Learning Technologies (PLT), 2007 1st International Workshop on",IEEE,884
PMA,"Plant Growth Modeling, Simulation, Visualization and Applications (PMA), 2006 International Symposium on",IEEE,885
PMAPS,"Probabilistic Methods Applied to Power Systems, 2006 International Conference on",IEEE,886
POLICY,"Policies for Distributed Systems and Networks (POLICY), 2006 7th IEEE Workshop on",IEEE,887
Polytronic,"Polmyers and Adhesives in Microelectronics and Photonics, Polytronic 2007 - 6th International Conference on",IEEE,888
PORTABLE,"Portable Information Devices, 2007 IEEE International Conference on",IEEE,889
PowerAfrica,"Power Engineering Society Conference and Exposition in Africa, 2007 IEEE",IEEE,890
POWERCON,"Power Systems Technology POWERCON, 2006 International Conference on",IEEE,891
POWERENG,"Power Engineering, Energy and Electrical Drives, 2007 International Conference on",IEEE,892
PowerTech,"POWERTECH, 2005 IEEE Russia",IEEE,893
PPIC,"Pulp and Paper Industry Technical Conference, Conference Record of 2007 Annual",IEEE,894
PPPS,"Pulsed Power Conference, 2007 IEEE",IEEE,895
PRDC,"Dependable Computing, 2005 11th Pacific Rim International Symposium on",IEEE,896
PRIME,"Microelectronics and Electronics, 2006 Ph.D. Research in",IEEE,897
PROMISE,"Predictor Models in Software Engineering (PROMISE 2007), 2007 Third International Workshop on",IEEE,898
PS,"Photonics in Switching, 2007",IEEE,899
PSC,"Power Systems Conference, 2007",IEEE,900
PSCE,"Power Systems Conference and Exposition, 2006 IEEE/PES",IEEE,901
PSES,"Product Safety Engineering, 2006 IEEE Symposium on",IEEE,902
PVSC,"Photovoltaic Specialists Conference, 2005 31st IEEE",IEEE,903
QBSC,"Communications, 2008 24th Biennial Symposium on",IEEE,904
QEL,"Quantum Electronics and Laser Science Conference, 2007",IEEE,905
QELS,"Quantum Electronics & Lasers Science, 2005 Conference on",IEEE,906
QEST,"Quantitative Evaluation QEST 2006, 2006 2nd International Conference on",IEEE,907
QSIC,"Quality Software, 2005 5th International Conference on",IEEE,908
QUATIC,"Quality of Information and Communication Technology (QUATIC), 2007 6th International Conference on the",IEEE,909
RADAR,"Radar Conference, 2008 IEEE",IEEE,910
RADECS,"Radiation and Its Effects on Components and Systems (RADECS 2005), 2005 8th European Conference on",IEEE,911
RADIOELEKTRON,"Radioelektronika, 2008 18th International Conference",IEEE,912
RAM,"Robotics, Automation and Mechatronics, 2006 IEEE Conference on",IEEE,913
RAMS,"Reliability and Maintainability Symposium, 2007 Proceedings - Annual",IEEE,914
RAST,"Recent Advances in Space Technologies, 2007 3rd International Conference on",IEEE,915
RCIS,"Research Challenges in Information Science, 2008 Second International Conference on",IEEE,916
RE,"Requirements Engineering Conference (RE),2006 IEEE International",IEEE,917
REBSE,"Realising Evidence-Based Software Engineering (REBSE 2007), 2007 Second International Workshop on",IEEE,918
ReConfig,"Reconfigurable Computing and FPGAs ReConFig 2006, 2006 International Conference on",IEEE,919
REPC,"Rural Electric Power Conference, 2006 IEEE",IEEE,920
REV,"Requirements Engineering Visualization (REV), 2006 1st International Workshop on",IEEE,921
RFIC,"Radio Frequency Integrated Circuits Symposium, 2007 IEEE",IEEE,922
RFID,"RFID, 2007 IEEE International Conference on",IEEE,923
RFIT,"Radio-Frequency Integration Technology (RFIT): Integrated Circuits for Wideband Comm. & Wireless Sensor Network, 2005 IEEE Intl.",IEEE,924
RIDE,"Research Issues in Data Engineering, 2005 15th International Workshop on",IEEE,925
RIVF,"Research, Innovation and Vision for the Future, 2006 International Conference on",IEEE,926
ROBIO,"Robotics and Biomimetics (ROBIO), 2005 IEEE International Conference on",IEEE,927
ROCS,"Reliability of Compound Semiconductors Digest, 2007",IEEE,928
ROMAN,"Robot and Human Interactive Communication, 2005 IEEE International Workshop on",IEEE,929
RO-MAN,"Robot and Human Interactive Communication, 2008 17th IEEE International Symposium on",IEEE,930
ROMOCO,"Robot Motion and Control - (RoMoCo 2005),  2005 5th Workshop on",IEEE,931
ROSE,"Robotic Sensing: Roboticand Sensors Environments, 2005 International Workshop on",IEEE,932
RRS,"Rational Robust and Secure Negotiations in Multi-Agent Systems, 2005",IEEE,933
RSP,"Rapid System Prototyping (RSP), 2006 17th IEEE Symposium on",IEEE,934
RT,"Real-Time Conference, 2007 15th IEEE-NPSS",IEEE,935
RTAS,"Real-Time and Embedded Technology and Application Symposium (RTAS), 2006 Proceedings 12th IEEE",IEEE,936
RTCSA,"Embedded and Real-Time Computing Systems and Applications (RTCSA), 2006 12th International Conference on",IEEE,937
RTP,"Advanced Thermal Processing of Semiconductors, 2006 14th International Conference on",IEEE,938
RTSS,"Real-Time Systems Symposium (RTSS), 2006 IEEE 27th",IEEE,939
RuleML,"Rules and Rule Markup Languages for the Semantic Web (RuleML), 2006 2nd International Conference on",IEEE,940
RWS,"Radio and Wireless Symposium (RWS),  2006 IEEE",IEEE,941
SACI,"Applied Computational Intelligence and Informatics, 2007 4th International Symposium on",IEEE,942
SADFE,"Systematic Approaches to Digital Forensic Engineering, 2005 1st International Workshop on",IEEE,943
SAFE,"Signal Processing Applications for Public Security and Forensics, 2007 IEEE Workshop on",IEEE,944
SAINT,"Applications and the Internet (SAINT), 2007 International Symposium on",IEEE,945
SAINT WKSHP,"Applications and the Internet Workshops, 2006 Symposium on",IEEE,946
SAM,"Sensor Array and Multichannel Signal Processing Workshop, 2006 IEEE",IEEE,947
SAMI,"Applied Machine Intelligence and Informatics, 2008 6th International Symposium on",IEEE,948
SAMOS,"Embedded Computer Systems: Architectures, Modeling, and Simulation (SAMOS), 2007 International Conference on",IEEE,949
SARNOFF,"Sarnoff Symposium, 2008 IEEE",IEEE,950
SAS,"Sensors Applications Symposium, 2007 IEEE",IEEE,951
SASO,"Self-Adaptive and Self-Organizing Systems, 2007 1st IEEE International Conference on",IEEE,952
SBAC-PAD,"Computer Architecture and High Performance Computing (SBAC-PAD), 2006 18th International Symposium on",IEEE,953
SBCCI,"Integrated Circuits and Systems Design, 2005 18th Symposium on",IEEE,954
SBRN,"Artificial Neural Networks (SBRN), 2006 Brazilian Symposium on",IEEE,955
SC,"SC07 Conference, ACM/IEEE",IEEE,956
SCAM,"Source Code Analysis and Manipulation, 2005 IEEE Workshop on  (SCAM 2005)",IEEE,957
SCAN,"Scientific Computing Arithmetic and Validated Numerics SCAN, 2006",IEEE,958
SCC,"Services Computing, 2006 IEEE International Conference on",IEEE,959
SCCC,"Chilean Computer Science Society (SCCC), 2007 XXVI International Conference of the",IEEE,960
SCESM,"Scenarios and State Machines (SCESM 2007), 2007 Sixth International Workshop on",IEEE,961
SCONEST,"Engineering Sciences and Technology (SCONEST), 2005 Student Conference on",IEEE,962
SCORED,"Research and Development, 2006 4th Student Conference on",IEEE,963
SCVT,"Communications and Vehicular Technology in the Benelux, 2007 14th IEEE Symposium on",IEEE,964
SDEMPED,"Diagnostics for Electric Machines, Power Electronics & Drives, 2007 IEEE International Symposium on",IEEE,965
SDR,"Networking Technologies for Software Defined Radio Networks, 2007 2nd IEEE Workshop on",IEEE,966
SDSOA,"Systems Development in SOA Environments (SDSOA 2007), 2007 International Workshop on",IEEE,967
SE,"Software Evolvability (SE), 2006",IEEE,968
SEAA,"Software Engineering and Advanced Applications (SEAA), 2006 32nd Euromicro Conference on",IEEE,969
SEAMS,"Software Engineering for Adaptive and Self-Managing Systems (SEAMS), 2007 International Workshop on",IEEE,970
SEAS,"Software Engineering for Automotive Systems (SEAS), 2007 Fourth International Workshop on",IEEE,971
SECON,"Sensor and Ad Hoc Communications and Networks, 2006 3rd Annual IEEE Communications Society Conference on",IEEE,972
SecPerU,"Security Privacy and Trust in Pervasive and Ubiquitous Computing (SecPeru), 2006 2nd International Workshop on",IEEE,973
SECURECOM,"Security and Privacy in Communication Networks and Workshops, 2007 Third International Conference on",IEEE,974
SECURWARE,"Emerging Security Information, Systems, and Technologies, 2007 International Conference on",IEEE,975
SEFM,"Software Engineering and Formal Methods (SEFM), 2006 IEEE International Conference on",IEEE,976
SE-HPC,"Software Engineering for High Performance Computing Applications (SE-HPC 2007), 2007 Third International Workshop on",IEEE,977
SEMI-THERM,"Semiconductor Thermal Measurement & Management Symposium, 2006 IEEE/CPMT",IEEE,978
SENSORCOMM,"Sensor Technologies and Applications, 2007 International Conference on",IEEE,979
SEPCASE,"Software Engineering for Pervasive Computing Applications, Systems, and Environments (SEPCASE 2007), 2007 First Interntaional",IEEE,980
SERA,"Software Engineering Research Management & Applications (SERA), 2006 4th International Conference on",IEEE,981
SERVICES,"Services Computing Workshops, 2007 IEEE",IEEE,982
SESS,"Software Engineering for Secure Systems (SESS 2007), 2007 Third International Workshop on",IEEE,983
SEW,"Software Engineering Workshop (SEW), 2006 30th IEEE/NASA",IEEE,984
SHARK/ADI,"Sharing and Reusing Architectural Knowledge Architecture Rationale and Design Intent SHARK/ADI, 2007 2nd Workshop on",IEEE,985
SI,"System Integration, 2008 IEEE/SICE International Symposium on",IEEE,986
SIBCON,"Control and Communications, 2007 Siberian Conference on",IEEE,987
SIBGRAPI,"Computer Graphics and Image Processing (SIBGRAPI), 2006 19th Brazilian Symposium on",IEEE,988
SIBIRCON,"Computational Technologies in Electrical and Electronics Engineering, 2008 IEEE Region 8 International Conference on",IEEE,989
SICE,"SICE 2007 Annual Conference, Proceedings of",IEEE,990
SICON,"Sensors for Industry Conference, 2005",IEEE,991
SIEDS,"Systems and Information Engineering Design Symposium, 2006 IEEE",IEEE,992
SIES,"Industrial Embedded Systems, 2006 International Symposium on",IEEE,993
SIIT,"Standardization & Innovation in Information Technology (SIIT 2005), 2005 4th International Conference on",IEEE,994
SIPS,"Signal Processing Systems Design and Implementation, 2006 IEEE Workshop on",IEEE,995
SIRF,"Silicon Monolithic Integrated Circuits in RF Systems, 2007 Topical Meeting on",IEEE,996
SIS,"Swarm Intelligence Symposium, 2007 IEEE",IEEE,997
SISAP,"Similarity Search and Applications, 2008 First International Workshop on",IEEE,998
SISPAD,"Simulation of Semiconductor Processes and Devices, 2006 International Conference on",IEEE,999
SISW,"Security in Storage Workshop (SISW), 2007 4th International IEEE",IEEE,1000
